StockID,Company,Symbol,Weight
0,Apple Inc.,AAPL,6.511896
1,Microsoft Corporation,MSFT,5.5752
2,Amazon.com Inc.,AMZN,4.207633
3,Facebook Inc. Class A,FB,1.9573060000000002
4,Alphabet Inc. Class A,GOOGL,1.8958540000000002
5,Tesla Inc,TSLA,1.8628040000000001
6,Alphabet Inc. Class C,GOOG,1.838456
7,Berkshire Hathaway Inc. Class B,BRK.B,1.420273
8,Johnson & Johnson,JNJ,1.319957
9,JPMorgan Chase & Co.,JPM,1.2959690000000001
10,NVIDIA Corporation,NVDA,1.11501
11,Visa Inc. Class A,V,1.071625
12,PayPal Holdings Inc,PYPL,1.052275
13,Walt Disney Company,DIS,1.022707
14,Procter & Gamble Company,PG,0.9524940000000001
15,UnitedHealth Group Incorporated,UNH,0.937422
16,Mastercard Incorporated Class A,MA,0.902962
17,Home Depot Inc.,HD,0.899281
18,Bank of America Corp,BAC,0.76464
19,Intel Corporation,INTC,0.762418
20,Netflix Inc.,NFLX,0.740055
21,Comcast Corporation Class A,CMCSA,0.731548
22,Adobe Inc.,ADBE,0.720291
23,Abbott Laboratories,ABT,0.684076
24,Verizon Communications Inc.,VZ,0.675091
25,salesforce.com inc.,CRM,0.6620090000000001
26,Exxon Mobil Corporation,XOM,0.642961
27,AT&T Inc.,T,0.617733
28,Thermo Fisher Scientific Inc.,TMO,0.60582
29,Walmart Inc.,WMT,0.6028560000000001
30,Cisco Systems Inc.,CSCO,0.601466
31,Broadcom Inc.,AVGO,0.5921109999999999
32,Coca-Cola Company,KO,0.590115
33,Pfizer Inc.,PFE,0.580886
34,Merck & Co. Inc.,MRK,0.5711510000000001
35,PepsiCo Inc.,PEP,0.556851
36,AbbVie Inc.,ABBV,0.554998
37,NIKE Inc. Class B,NKE,0.5367770000000001
38,Chevron Corporation,CVX,0.536267
39,Qualcomm Inc,QCOM,0.5037659999999999
40,Texas Instruments Incorporated,TXN,0.496346
41,Eli Lilly and Company,LLY,0.495381
42,Accenture Plc Class A,ACN,0.49099799999999993
43,NextEra Energy Inc.,NEE,0.49019700000000005
44,Medtronic Plc,MDT,0.48512299999999997
45,McDonald's Corporation,MCD,0.479724
46,Costco Wholesale Corporation,COST,0.46848100000000004
47,Danaher Corporation,DHR,0.46795200000000003
48,Union Pacific Corporation,UNP,0.43236499999999994
49,Honeywell International Inc.,HON,0.42995200000000006
50,Wells Fargo & Company,WFC,0.417271
51,Amgen Inc.,AMGN,0.41566800000000004
52,Bristol-Myers Squibb Company,BMY,0.408039
53,Philip Morris International Inc.,PM,0.403684
54,Linde plc,LIN,0.39918400000000004
55,Citigroup Inc.,C,0.398748
56,Lowe's Companies Inc.,LOW,0.390721
57,Starbucks Corporation,SBUX,0.37200500000000003
58,Oracle Corporation,ORCL,0.360155
59,United Parcel Service Inc. Class B,UPS,0.351744
60,ServiceNow Inc.,NOW,0.347233
61,Advanced Micro Devices Inc.,AMD,0.339462
62,Boeing Company,BA,0.336992
63,Raytheon Technologies Corporation,RTX,0.331921
64,Intuit Inc.,INTU,0.327408
65,International Business Machines Corporation,IBM,0.32399
66,Caterpillar Inc.,CAT,0.323754
67,Morgan Stanley,MS,0.320975
68,Applied Materials Inc.,AMAT,0.320802
69,Goldman Sachs Group Inc.,GS,0.317232
70,3M Company,MMM,0.310262
71,General Electric Company,GE,0.309284
72,BlackRock Inc.,BLK,0.308652
73,American Tower Corporation,AMT,0.30377
74,Deere & Company,DE,0.295238
75,Micron Technology Inc.,MU,0.294901
76,CVS Health Corporation,CVS,0.292371
77,Target Corporation,TGT,0.288649
78,Intuitive Surgical Inc.,ISRG,0.285911
79,Charter Communications Inc. Class A,CHTR,0.269406
80,Booking Holdings Inc.,BKNG,0.26518200000000003
81,Charles Schwab Corporation,SCHW,0.26128
82,American Express Company,AXP,0.254463
83,Lam Research Corporation,LRCX,0.25408800000000004
84,Fidelity National Information Services Inc.,FIS,0.25326
85,Gilead Sciences Inc.,GILD,0.252382
86,Lockheed Martin Corporation,LMT,0.250291
87,TJX Companies Inc,TJX,0.24584
88,S&P Global Inc.,SPGI,0.245835
89,Stryker Corporation,SYK,0.244205
90,Altria Group Inc,MO,0.24278000000000002
91,Activision Blizzard Inc.,ATVI,0.241499
92,Prologis Inc.,PLD,0.239579
93,Zoetis Inc. Class A,ZTS,0.23858600000000002
94,Mondelez International Inc. Class A,MDLZ,0.237587
95,Cigna Corporation,CI,0.22511399999999998
96,Becton Dickinson and Company,BDX,0.223859
97,Chubb Limited,CB,0.223123
98,Illumina Inc.,ILMN,0.221915
99,Truist Financial Corporation,TFC,0.219252
100,Anthem Inc.,ANTM,0.217691
101,T-Mobile US Inc.,TMUS,0.21726399999999998
102,Automatic Data Processing Inc.,ADP,0.21568299999999999
103,Crown Castle International Corp,CCI,0.213587
104,CSX Corporation,CSX,0.20758400000000002
105,PNC Financial Services Group Inc.,PNC,0.20703400000000002
106,General Motors Company,GM,0.203295
107,Colgate-Palmolive Company,CL,0.202439
108,Autodesk Inc.,ADSK,0.202044
109,CME Group Inc. Class A,CME,0.1993
110,Duke Energy Corporation,DUK,0.19905499999999998
111,Estee Lauder Companies Inc. Class A,EL,0.197989
112,U.S. Bancorp,USB,0.196657
113,Norfolk Southern Corporation,NSC,0.194902
114,ConocoPhillips,COP,0.192191
115,FedEx Corporation,FDX,0.19131700000000001
116,Southern Company,SO,0.191155
117,Fiserv Inc.,FISV,0.190449
118,Equinix Inc.,EQIX,0.190429
119,Intercontinental Exchange Inc.,ICE,0.187729
120,Analog Devices Inc.,ADI,0.178887
121,Global Payments Inc.,GPN,0.177726
122,Sherwin-Williams Company,SHW,0.177503
123,Dominion Energy Inc,D,0.176559
124,Illinois Tool Works Inc.,ITW,0.17432
125,Air Products and Chemicals Inc.,APD,0.173414
126,Marsh & McLennan Companies Inc.,MMC,0.172279
127,Twitter Inc.,TWTR,0.172217
128,Vertex Pharmaceuticals Incorporated,VRTX,0.16755699999999998
129,Boston Scientific Corporation,BSX,0.16553099999999998
130,Edwards Lifesciences Corporation,EW,0.164497
131,Ecolab Inc.,ECL,0.164423
132,Capital One Financial Corporation,COF,0.162181
133,Aon Plc Class A,AON,0.15698299999999998
134,KLA Corporation,KLAC,0.154343
135,Emerson Electric Co.,EMR,0.153667
136,Regeneron Pharmaceuticals Inc.,REGN,0.153324
137,Progressive Corporation,PGR,0.15212699999999998
138,Humana Inc.,HUM,0.15169000000000002
139,Eaton Corp. Plc,ETN,0.148814
140,Dollar General Corporation,DG,0.14651
141,Newmont Corporation,NEM,0.142583
142,IDEXX Laboratories Inc.,IDXX,0.139768
143,Northrop Grumman Corporation,NOC,0.13880699999999999
144,HCA Healthcare Inc,HCA,0.137896
145,Freeport-McMoRan Inc.,FCX,0.136629
146,Moody's Corporation,MCO,0.13554000000000002
147,Kimberly-Clark Corporation,KMB,0.13533
148,Ford Motor Company,F,0.134741
149,Synopsys Inc.,SNPS,0.134246
150,Waste Management Inc.,WM,0.132589
151,Align Technology Inc.,ALGN,0.131724
152,Dow Inc.,DOW,0.129882
153,TE Connectivity Ltd.,TEL,0.12925599999999998
154,Electronic Arts Inc.,EA,0.129065
155,Biogen Inc.,BIIB,0.128839
156,Chipotle Mexican Grill Inc.,CMG,0.12870499999999999
157,MetLife Inc.,MET,0.128224
158,Ross Stores Inc.,ROST,0.12768
159,Aptiv PLC,APTV,0.12709700000000002
160,Microchip Technology Incorporated,MCHP,0.125107
161,Roper Technologies Inc.,ROP,0.125052
162,eBay Inc.,EBAY,0.12424400000000001
163,Exelon Corporation,EXC,0.12401199999999998
164,Cognizant Technology Solutions Corporation Class A,CTSH,0.123901
165,Constellation Brands Inc. Class A,STZ,0.12314000000000001
166,Amphenol Corporation Class A,APH,0.12243599999999999
167,Cadence Design Systems Inc.,CDNS,0.122369
168,Baxter International Inc.,BAX,0.121116
169,DexCom Inc.,DXCM,0.11930199999999999
170,Agilent Technologies Inc.,A,0.11793599999999999
171,Digital Realty Trust Inc.,DLR,0.11769400000000001
172,L3Harris Technologies Inc,LHX,0.11764200000000001
173,American Electric Power Company Inc.,AEP,0.117513
174,Sysco Corporation,SYY,0.116948
175,Johnson Controls International plc,JCI,0.116789
176,General Dynamics Corporation,GD,0.11536600000000001
177,DuPont de Nemours Inc.,DD,0.115348
178,HP Inc.,HPQ,0.11369000000000001
179,Schlumberger NV,SLB,0.112204
180,Travelers Companies Inc.,TRV,0.111322
181,T. Rowe Price Group,TROW,0.111272
182,IQVIA Holdings Inc,IQV,0.111221
183,Trane Technologies plc,TT,0.10913199999999999
184,Walgreens Boots Alliance Inc,WBA,0.109026
185,Cummins Inc.,CMI,0.108751
186,MSCI Inc. Class A,MSCI,0.10852300000000001
187,Sempra Energy,SRE,0.10815699999999999
188,Simon Property Group Inc.,SPG,0.10786400000000002
189,Xilinx Inc.,XLNX,0.10758
190,American International Group Inc.,AIG,0.107395
191,EOG Resources Inc.,EOG,0.10718499999999999
192,Parker-Hannifin Corporation,PH,0.10713299999999999
193,Public Storage,PSA,0.10619100000000001
194,General Mills Inc.,GIS,0.10514000000000001
195,IHS Markit Ltd.,INFO,0.10503
196,ANSYS Inc.,ANSS,0.10438499999999999
197,Alexion Pharmaceuticals Inc.,ALXN,0.104368
198,Marriott International Inc. Class A,MAR,0.10368800000000002
199,Centene Corporation,CNC,0.103368
200,Bank of New York Mellon Corporation,BK,0.10292799999999999
201,PACCAR Inc,PCAR,0.10222300000000001
202,Monster Beverage Corporation,MNST,0.10206900000000001
203,Phillips 66,PSX,0.101578
204,Zimmer Biomet Holdings Inc.,ZBH,0.100716
205,International Flavors & Fragrances Inc.,IFF,0.100345
206,Corteva Inc,CTVA,0.099538
207,ViacomCBS Inc. Class B,VIAC,0.099194
208,Marathon Petroleum Corporation,MPC,0.098859
209,PPG Industries Inc.,PPG,0.09855599999999999
210,Xcel Energy Inc.,XEL,0.097368
211,Prudential Financial Inc.,PRU,0.096419
212,Yum! Brands Inc.,YUM,0.095804
213,Allstate Corporation,ALL,0.09560700000000001
214,Skyworks Solutions Inc.,SWKS,0.094764
215,TransDigm Group Incorporated,TDG,0.094488
216,O'Reilly Automotive Inc.,ORLY,0.09447699999999999
